id_comedor,comedor,nombre,direccion,colonia,delegacion
500,CP01,LOMAS DE BECERRA,CENTRO COMUNITARIO EL TRIUNFO DE BECERRA ANTIGUA  VÍA A LA VENTA S/N ENTRE CUERNAVACA E IGUALA  COL. LOMAS DE BECERRA  DEL. ÁLVARO OBREGÓN  C.P. 01279,LOMAS DE BECERRA.,ÁLVARO OBREGÓN
501,CP44,SAN PEDRO XALPA,CALLE CUAUHTÉMOC S/N CASI ESQUINA HIDALGO,PUEBLO SAN MATEO XALPA,XOCHIMILCO
502,CP11,FUNDACIÓN RENACIMIENTO,CALLEJÓN ECUADOR NO. 6 Y 8  ENTRE REPÚBLICA DE ARGENTINA Y REPÚBLICA DE BRASIL  COL. CENTRO  DEL. CUAUHTÉMOC  C.P. 06010 A UN COSTADO DEL METRO LAGUNILLA,CENTRO,CUAUHTÉMOC
503,CP12,VICENTINO,PLAZA DE CONCEPCIÓN NO. 20  ENTRE BELISARIO DOMÍNGUEZ Y PERÚ  COL. CENTRO  DEL. CUAUHTÉMOC  C.P. 6010,CENTRO,CUAUHTÉMOC
504,CP14,C.A.I.S. CUAUTEPEC,COMETA S/N  ENTRE CALLE LA ESCALERA Y EL CLUB ECOLÓGICO PARA PERSONAS DE LA TERCERA EDAD  COL. CUAUTEPEC BARRIO ALTO  DEL. G.A.M.  C.P.07100 B,,GUSTAVO A. MADERO
505,CP47,JUVENTINO ROSAS,JOSÉ MÚJICA S/N MZ. 42  LT. 10  COL. LA FORESTAL  DEL. G.A.M. C.P.07140,JUVENTINO ROSAS,IZTACALCO
506,CP20,JOSÉ EMILIO PACHECO,CENTRO INTEGRAL DE DESARROLLO HUMANO JOSÉ EMILIO PACHECO  AV. SAN JUANICO S/N   ENTRE AV. PERIFÉRICO ESQ. RICARDO FLORES MAGÓN  COL.AMPL. GABRIEL HERNÁNDEZ  DEL. G.A.M. C.P. 07089,AMPL. GABRIEL HERNÁNDEZ,GUSTAVO A. MADERO
507,CP24,SAN ANDRÉS TETEPILCO,CALLE PORTO ALEGRE NO. 60 COL. EL RETOÑO  DEL. IZTAPALAPA  C.P. 09440. SE ENCUENTRA EN EL PREDIO DE PENSIONADOS Y JUBILADOS 17 DE MARZO ASOCIACIÓN CIVIL,EL RETOÑO,IZTAPALAPA
508,CP29,CASA DEL MENOR TRABAJADOR,JOSÉ MARÍA VIGÍL NO. 60  ENTRE CARLOS B. CETINA Y AV. REVOLUCIÓN  COL. ESCANDÓN  DEL. MIGUEL HIDALGO  C.P. 11800,ESCANDÓN,MIGUEL HIDALGO
509,CP32,ARGENTINA,CALLE LAGO COLHUE NO. 34  COL. ANTIGUA ARGENTINA  DELEGACIÓN MIGUEL HIDALGO. (EJÉRCITO DE SALVACIÓN),ANTIGÜA ARGENTINA,MIGUEL HIDALGO
510,CP37,CULTURA MAYA,HOPELCHEN S/N  ENTRE TEPAKAN Y PETO  COL. CULTURA MAYA  DEL.TLALPAN  C.P. 14230,CULTURA MAYA,TLALPAN
511,CP39,HOGAR LA ESPERANZA,LABRADORES 85  ESQ. IMPRENTA  COL. MORELOS  DEL. VENUSTIANO CARRANZA  C.P. 15270,MORELOS,VENUSTIANO CARRANZA
512,CP15,LA CASILDA,CALLE LA BRECHA S/N,CUAUTEPEC EL ALTO,GUSTAVO A. MADERO
513,CP25,MANUEL RIVERA ANAYA,AV DE LAS CULTRAS S/N U. HAB. MANUEL RIVERA ANAYA,EL ROSARIO,Azcapotzalco
514,CP07,PILAR MAZA DE JUAREZ,AMUZGOS S/N ENTRE TOTONACAS Y RAFAEL BUELNA,TEZOZOMOC,Azcapotzalco
515,CP21,25 DE JULIO,AV. 20 DE NOVIEMBRE S/N,25 DE JULIO,GUSTAVO A. MADERO
516,CP22,CARLOS MONSIVAIS,CALLE CAMINO DE LA ENSEÑANZA ESQ. CAMINO DEL TRIUNFO,CAMPESTRE ARAGÓN,GUSTAVO A. MADERO
517,CP02,CASA DE LA JUVENTUD ARTE Y CULTURA,RIO YAPURA S/N,ARGENTINA PONIENTE,Miguel Hidalgo
518,CP31,UNIVERSIDAD DE LA VIDA,CALZ. LEGARIA #373,MÉXICO NUEVO,Miguel Hidalgo
519,CP46,PANTITLAN,CANAL DE CHURUBUSCO ENTRE LA 2A. Y 3A. CDA DE RIO CHURUBUSCO,AGRICOLA PANTITLAN,IZTACALCO
520,CP16,CENTRO COMUNITARIO SOBERANIA POPULAR,CALLE QUETZAL ESQ. TOPILTZIN,PARAISO,IZTAPALAPA
521,CP30,EL SALADO,ALEJANDRO AURA ESQ. OYAMEL,SOLIDARIDAD,IZTAPALAPA
522,CP05,CENTRO COMUNITARIO TEMAZCAL,TEMAZCAL MZ.6 LT.39,SAN PABLO II,IZTAPALAPA
523,CP18,SAN FRANCISCO,HÉROES DE NACOZARI S/N,MODULO SAN FRANCISCO,MAGDALENA  CONTRERAS
524,CP19,PUEBLO DE LA MAGDALENA ATLITIC,BENITO JUÁREZ S/N,MODULO MAGDALENA,MAGDALENA  CONTRERAS
525,CP50,MONTE DE LAS CORDILLERAS (CP06),AV. MONTE DE LAS CORDILLERAS S/N ESQ. LAGUNA DEL ENSUEÑO,CELENE,TLAHUAC
526,CP45,SAN MIGUEL XICALCO,C. 16 DE SEPTIEMBRE #6,PUEBLO DE SAN MIGUEL XICALCO,TLALPAN
527,CP28,CENTRO DE BARRIO XOCHITEPEC,AV. SANTIAGO S/N ESQ. CAMPO DEPORTIVO,SANTA CRUZ XOCHITEPEC,XOCHIMILCO
528,CP51,COMUNIDAD MIXICA (CP10),REAL DE LOS OLIVOS S/N ESQ. GARDENIA,COMUNIDAD MEXICA,XOCHIMILCO
529,CP49,PARROQUIA DE SANTA CRUZ ACALPIXCA (CP09),LAZARO CARDENAS S/N ESQ. 20 DE NOV,PUEBLO DE SANTA CRUZ ACALPIXCA,XOCHIMILCO
530,CP41,CAM SAN GREGORIO,AV. CHAPULTEPEC S/N ESQ. AGUSTIN MELGAR,PUEBLO SAN GREGORIO ATLAPULCO,XOCHIMILCO
531,CP35,CAM TULYEHUALCO,AV. FRANCISCO I. MADERO #35,PUEBLO SANTIAGO TULYEHUALCO,XOCHIMILCO
532,CP36,DEPORTIVO PARRES,CALLE GUERRERO S/N,PUEBLO PARRES EL GUARDA,TLALPAN
533,,JALALPA,CENTRO COMUNITARIO RICARDO FLORES MAGÓN. JALALPA S/N  ENTRE TUXTILLA Y AND. COLOSIO  COL. JALALPA TEPITO  DEL. ÁLVARO OBREGÓN  C.P. 01296,,ÁLVARO OBREGÓN
534,,SAN ANTONIO,CAMPO LAS PIEDRAS  NO. 25  ENTRE CALLE CANTEMOC Y CAMPO FORTUNA NACIONAL COL. SAN ANTONIO  DEL. AZCAPOTZALCO  C.P. 02720,,AZCAPOTZALCO
535,,NATIVITAS,BERTHA NO. 135  ENTRE CALLE DON LUIS Y DON JUAN COL. NATIVITAS  DEL.BENITO JUÁREZ  C.P. 03500,,BENITO JUÁREZ
536,,SAN SIMÓN,CERRADA DE JUAN ESCUTIA 66-1  ENTRE CALLE SAN SIMÓN Y ANTONIO RODRÍGUEZ COL. SAN SIMÓN TUCUMÁN  DEL. BENITO JUÁREZ  C.P. 03660,,BENITO JUÁREZ
537,,UAPVIF B.J.,EJE 5 SUR RAMOS MILLÁN  NO. 95  ENTRE ISABEL LA CATÓLICA Y EJE CENTRAL LÁZARO CÁRDENAS  COL. NIÑOS HÉROES DE CHAPULTEPEC  DEL. BENITO JUÁREZ  C.P. 03440,,BENITO JUÁREZ
538,,ANTILLAS,ANTILLAS NO. 607  ENTRE CALLE LAS ROSAS Y REY GOLDMAN  COL. PORTALES NORTE  DEL. BENITO JUÁREZ  C.P. 03300,,BENITO JUÁREZ
539,,CULHUACÁN,AVENIDA CARMEN SERDÁN S/N ESQ. ADELITA  Y AVENIDA EMILIANO ZAPATA.COL. CARMEN SERDÁN  C.P 04910. REFERENCIA IGLESIA  DEL CARMEN,,COYOACÁN
540,,CASA YEKKAN,CERRADA JESÚS ROMERO FLORES S/N  JUNTO AL 24 ENTRE CALLE ECHANOVÉ Y PROLONGACIÓN CASTORENA COL. EL MOLINO DEL. CUAJIMALPA C.P 05000,,CUAJIMALPA
541,,SANTO TOMAS,CALLE SANTO TOMAS NO. 89-A   COLONIA CENTRO  DELEGACIÓN CUAUHTÉMOC. CP. 06060  A DOS CUADRAS DEL METRO MERCED,,CUAUHTÉMOC
542,,NUEVA ATZACOALCO,CALLE 319  NO. 822  ENTRE CALLE 316 Y 318  COL. NUEVA ATZACOALCO  DEL.G.A.M. C.P. 07420,,GUSTAVO A. MADERO
543,,TICOMÁN,GUILLERMO MASSIEU HELGUERA NO. 51  ENTRE TICOMÁN Y AV. INSTITUTO POLITÉCNICO NACIONAL COL. LA ESCALERA  DEL. G.A.M.  C.P. 07320,,GUSTAVO A. MADERO
544,,SAN FELIPE DE JESÚS,SALVATIERRA MZ. 264  LT. 3990  ENTRE OTUMBA Y SALAGUA  COL. SAN FELIPE DE JESÚS  DEL. G.A.M.  C.P. 07510,,GUSTAVO A. MADERO
545,,MARTÍN CARRERA,JOSÉ JOAQUÍN HERRERA  ENTRE AV. 5 DE FEBRERO Y GENERAL RAMÓN LÓPEZ RAYÓN  COL. MARTÍN CARRERA  DEL. G.A.M.  C.P. 07070,,GUSTAVO A. MADERO
546,,CONSTITUCIÓN,JOSÉ DE LA LUZ ROSA NO. 35  ENTRE MATEO E. CHAIS Y ESPIRARÍAN MORENO  COL. CONSTITUCIÓN DE LA REPÚBLICA  DEL. G.A.M.   07469,,GUSTAVO A. MADERO
547,,TLALPEXCO,SAUCES MZ. 93 LT. 23  ENTRE DELICIAS Y FRANCISCO VILLA  COL. TLALPEXCO  DEL. G.A.M.  C.P. 07188,,GUSTAVO A. MADERO
548,,ZAPATA VELA,DEPORTIVO ZAPATA VELA LENGUAS INDÍGENAS S/N  MZ. 001  ENTRE CANAL DE CHURUBUSCO Y APATLACO Y TEZONTLE  ESQ. RIO CHURUBUSCO  COL.CARLOS ZAPATA VELA  DEL. IZTACALCO. C.P. 08040,,IZTACALCO
549,,AGRÍCOLA ORIENTAL,AV. SUR 20  NO. 63-1  ENTRE ORIENTE 217 Y ORIENTE 219  COL. AGRÍCOLA ORIENTAL  DEL. IZTACALCO. C.P. 08500,,IZTACALCO
550,,RINCONADA DEL MOLINO,MOLINO DE LA GARDENIA  MZ. 2 LT. 21  ENTRE PROYECTO Y MOLINO DE ROSAS  COL. RINCONADA DEL MOLINO  DEL. IZTAPALAPA  C.P. 09960,,IZTAPALAPA
551,,ESCUADRÓN 201,ALFONSO TORO  ESQ. SUBTENIENTE MARIO FERNANDO LÓPEZ PORTILLO  COL. ESCUADRÓN 201  DEL. IZTAPALAPA  C.P. 09060,,IZTAPALAPA
552,,SANTA MARÍA TOMATLÁN,PROSPERO GARCÍA  NO. 2  ENTRE CANAL NACIONAL Y AV. TLÁHUAC  COL. SANTA MARÍA TOMATLÁN  DEL. IZTAPALAPA  C.P. 09870,,IZTAPALAPA
553,,FARO DE ORIENTE,CALZ .IGNACIO ZARAGOZA S/N  ENTRE METRO ACATITLA Y PEÑÓN VIEJO  COL. FUENTES DE ZARAGOZA  DEL. IZTAPALAPA  C.P. 09150,,IZTAPALAPA
554,,EL ROSAL,AV. PALMAS NO. 441  ENTRE LIRIO Y  COCOS  COL. EL ROSAL  DEL. MAGDALENA CONTRERAS  C.P. 10600,,MAGDALENA  CONTRERAS
555,,EL OCOTAL,COCONETLA NO. 12  ESQ. TOCHIHUEHUE  CRESCENCIO JUÁREZ CHAVIRA  COL. EL OCOTA   DEL. MAGDALENA CONTRERAS  C.P. 10630,,MAGDALENA  CONTRERAS
556,,TLAXPANA,TONANZIN NO. 65  DEPTO. A 101  ENTRE NEZAHUALPILLI Y ATZAYACATL  COL. TLAXPANA  DEL. MIGUEL HIDALGO  C.P. 11370,,MIGUEL HIDALGO
557,,MÉXICO NUEVO,PONIENTE 139-A  NO. 737  ENTRE SANTA CRUZ COACALCO Y LAGO ATITLÁN  COL. MÉXICO NUEVO  DEL. MIGUEL HIDALGO  C.P. 11260,,MIGUEL HIDALGO
558,,SAN SALVADOR CUAUHTENCO,OCTAVA CERRADA DE NIÑOS HÉROES NO. 9  ENTRE JUAN ESCUTIA Y MINA PUEBLO COL.SAN SALVADOR CUAUTENCO  DEL. MILPA ALTA  C.P. 12300,,MILPA ALTA
559,,LOS OLIVOS,BUENA SUERTE NO. 154  ENTRE TESORO Y PROVIDENCIA  COL. AMPL. LOS OLIVOS  DEL TLÁHUAC  C.P. 13210,,TLAHUAC
560,,MIGUEL HIDALGO,FAUSTO MZ. 101  LT. 66  ENTRE CENICIENTA (FRANCISCO I. MADERO) Y LA TURBA  COL. MIGUEL HIDALGO  DEL. TLÁHUAC  C.P. 13200,,TLAHUAC
561,,LA CONCHITA,GARDENIAS S/N  COL. AMPLIACIÓN LA CONCHITA ZAPOTITLÁN C.P. 13360  ENTRE PROLONGACIÓN SEBASTIÁN TREJO Y NOCHE BUENA  HAY UNA  ANTENA DE TELMEX AL LADO DEL COMEDOR.,,TLAHUAC
562,,PARRES,CALLE MORELOS NO. 20  ENTRE SIERRA DE PINOS Y MORELOS  COL. PARRES EL GUARDA  DEL. TLALPAN  C.P. 14900,,TLALPAN
563,,ISIDRO FABELA,5TA PONIENTE MZ. 1 LT. 18-2  ENTRE 4TA PONIENTE Y ZAPOTE  COL. ISIDRO FABELA  DEL. TLALPAN  C.P. 14030,,TLALPAN
564,,SAN ANDRÉS TOTOLTEPEC,PROL. JUÁREZ NO. 757  ENTRE XOCHIPILLI Y XOCHITLALLI COL. LA PALMA  DEL. TLALPAN  C.P. 14476,,TLALPAN
565,,SANTO TOMÁS AJUSCO,CENTRO CONVIVENCIA COMUNITARIA AJUSCO CALLE HERMENEGILDO GALEANA ESQ. RAMÓN CORONA S/N  COL. SANTO TOMÁS AJUSCO  DEL.TLALPAN  C.P. 14710,,TLALPAN
566,,XOCHITEPEC,AV. SANTIAGO S/N  ESQ. CAMPO DEPORTIVO CENTRO DE BARRIO  PUEBLO DE SANTA CRUZ XOCHITEPEC  DEL. XOCHIMILCO  C.P. 16100,,XOCHIMILCO
567,,TLAXOPAN,BUGAMBILIA MZ. 1 LT. 17  ALTA TENSIÓN Y BUGAMBILIA  COL. TLAXOPAN NORTE 4TA SECCIÓN  DEL. XOCHIMILCO  C.P. 16240,,XOCHIMILCO
568,,DEPORTIVO XOCHIMILCO,FRANCISCO GOITIA S/N ES. PROLONGACIÓN 16 DE SEPTIEMBRE  BARRIO DE SAN PEDRO DEL. XOCHIMILCO DENTRO DEL CENTRO DE NUTRICIÓN VALENTÍN GONZÁLEZ C.P. 16090,,XOCHIMILCO
569,,SAN MARCOS,MÓDULO DE BIENESTAR SOCIAL  OLMOS NO. 137  ENTRE TABACHINES Y DLILXOCHITL  COL. AMPLIACIÓN SAN MARCOS. DEL XOCHIMILCO C.P. 16050,,XOCHIMILCO
570,,ARENAL,MAXTLA 11-B NO. 36  ENTRE PIPIXCA Y OCOSOLIN  COL. ARENAL PUERTO AÉREO 4TA SECCIÓN  DEL. VENUSTIANO CARRANZA  C.P. 15640,,VENUSTIANO CARRANZA
571,,PAULINO NAVARRO,CALLEJÓN SAN FRANCISCO TULTENCO S/N  ENTRE AV. DEL TALLER Y PROLONGACIÓN TOPACIO  COL. PAULINO NAVARRO  DEL. CUAUHTÉMOC C.P.06870,,CUAUHTÉMOC
572,,VISTA HERMOSA,CENTRO DE DESARROLLO SOCIAL Y CULTURAL VISTA HERMOSA  CALLE LOMAS ESTRELLA  ENTRE CALLE EL MIRADOR  Y LOMA DEL SOL  COL. VISTA HERMOSA  DEL. G.A.M.  C.P.  07187,,GUSTAVO A. MADERO
